CUST_ID,CUSTOMER_SEGMENT,AGE,CUSTOMER_PROFITABILITY,CUSTOMER_LIFE_TIME_VALUE,CUSTOMER_VALUE_TILL_DATE,REVENUE_LAST_ONE_YEAR,TOTAL_REVENUE_OVER_LIFETIME,NET_INTEREST_INCOME_LAST_ONE_YEAR,TOTAL_NON_INTEREST_INCOME,TOTAL_COST,TOTAL_ECONOMIC_PROFIT,CUSTOMER_REGION,ACCOUNT_TYPE,RECENCY_DAYS,FREQUENCY_LAST_YEAR,MONETARY_VALUE,CUSTOMER_SEGMENT_NUM,CUSTOMER_REGION_NUM
628,Mid-Career Professionals,41,26629,100081,50999.05007472748,64630,100081,45144,20847,14148,50482,Suburban,Loan,39,29,3797235,2,2
629,Young Adults,19,16168,20366,18602.900726385546,5515,20366,1040,7649,2380,3135,Urban,Current,13,27,41182,1,1
630,Young Adults,19,15459,23711,18076.50335229511,17478,23711,4378,3096,8816,8662,Rural,Savings,21,50,85541,1,3
631,Mid-Career Professionals,33,85031,266204,236288.53378733541,81727,266204,21182,14120,18085,63642,Rural,Savings,59,21,535485,2,3
632,Retired Seniors,77,43380,126253,77924.96763912687,42264,126253,8449,3951,3238,39026,Urban,Investment,75,9,7133381,3,1
633,Mid-Career Professionals,26,37071,86191,57967.05655476556,61216,86191,43342,15165,11843,49373,Suburban,Savings,10,39,1788120,2,2
634,Mid-Career Professionals,33,40074,60211,31011.792124857864,86833,60211,41331,19352,6105,80728,Urban,Loan,13,36,3455455,2,1
635,Young Adults,22,13804,38360,37621.42278533147,21655,38360,1552,3554,3386,18269,Suburban,Current,20,52,12664,1,2
636,Mid-Career Professionals,31,87843,237818,198324.504917887,88870,237818,41556,15970,15441,73429,Urban,Credit Card,7,35,4454657,2,1
637,Mid-Career Professionals,30,59901,202614,195847.20782563204,39162,202614,31969,14186,14719,24443,Suburban,Mortgage,2,35,1930927,2,2
638,Young Adults,24,16205,46312,29303.8348104276,11008,46312,757,9799,3667,7341,Urban,Savings,27,59,36821,1,1
639,Young Adults,23,11509,43247,34845.483397338074,12987,43247,2810,2612,6132,6855,Urban,Current,28,84,29647,1,1
640,Mid-Career Professionals,40,25906,175681,147440.27646480946,77532,175681,34518,5595,7691,69841,Urban,Mortgage,28,24,576015,2,1
641,Young Adults,19,7591,37357,24609.852076261366,8332,37357,1104,7016,9756,-1424,Urban,Savings,22,20,95179,1,1
642,Mid-Career Professionals,26,82987,236460,218501.95485589793,81323,236460,15670,12875,16864,64459,Suburban,Mortgage,17,20,437088,2,2
643,Young Adults,24,19218,42691,41563.13500633724,11222,42691,4524,2841,3996,7226,Urban,Savings,2,74,94142,1,1
644,Mid-Career Professionals,36,74400,127960,120593.03043019037,24873,127960,48885,25823,6425,18448,Suburban,Credit Card,12,11,3527495,2,2
645,Young Adults,19,13766,33852,29435.44763474982,22006,33852,3992,7972,4812,17194,Rural,Savings,11,84,49440,1,3
646,Retired Seniors,77,41852,72601,46372.606606355694,30225,72601,7837,17882,11023,19202,Rural,Investment,143,19,8708891,3,3
647,Mid-Career Professionals,43,62870,299379,191844.46453477096,51444,299379,29159,5858,11849,39595,Rural,Credit Card,4,25,4170936,2,3
648,Mid-Career Professionals,42,72756,199092,195444.6664591213,50340,199092,46877,10519,8247,42093,Rural,Savings,38,31,455970,2,3
649,Mid-Career Professionals,33,76481,189227,95586.5521562116,20033,189227,31560,28769,23976,-3943,Urban,Credit Card,10,27,4508421,2,1
650,Mid-Career Professionals,40,21283,250191,214670.1294277127,88324,250191,27106,14980,6490,81834,Urban,Credit Card,57,26,1886741,2,1
651,Young Adults,25,5923,30515,26033.050825186914,20689,30515,779,6317,3224,17465,Suburban,Savings,26,49,78511,1,2
652,Mid-Career Professionals,42,21125,217849,176750.64690318622,15066,217849,18720,24838,23971,-8905,Rural,Credit Card,10,19,3356101,2,3
653,Mid-Career Professionals,37,87065,69710,69365.24383035771,60246,69710,47661,17144,24448,35798,Rural,Loan,58,44,2072645,2,3
654,Mid-Career Professionals,33,46170,158714,104106.81638390195,22533,158714,38362,17879,19310,3223,Urban,Mortgage,46,30,4251235,2,1
655,Mid-Career Professionals,39,28438,205604,137751.78754167352,95639,205604,38258,6030,22216,73423,Urban,Mortgage,41,25,4544279,2,1
656,Young Adults,21,8711,33601,18126.721439203608,9616,33601,208,3295,9209,407,Urban,Savings,14,25,72474,1,1
657,Young Adults,18,13004,19967,14404.175196184402,18277,19967,4736,9906,6692,11585,Suburban,Savings,12,86,98926,1,2
658,Mid-Career Professionals,26,29752,134289,84672.47276977576,74658,134289,29790,18305,23824,50834,Suburban,Mortgage,13,30,537538,2,2
659,Mid-Career Professionals,44,75426,201094,135073.50274385558,53498,201094,37912,15255,9795,43703,Urban,Credit Card,48,22,2324615,2,1
660,Mid-Career Professionals,41,46819,224535,205962.78846252366,26772,224535,44812,6447,6646,20126,Urban,Loan,44,27,1250112,2,1
661,Mid-Career Professionals,39,44217,255743,247493.30797153118,64036,255743,46160,15237,21142,42894,Suburban,Mortgage,41,33,906560,2,2
662,Retired Seniors,80,33172,317866,188452.11433300018,22940,317866,2772,4850,3440,19500,Suburban,Savings,118,15,6233413,3,2
663,Mid-Career Professionals,41,52994,208485,143073.76229746215,31932,208485,20672,16953,10956,20976,Urban,Loan,32,13,3576873,2,1
664,Young Adults,22,16739,42236,40728.82021075289,19643,42236,1545,4275,7736,11907,Rural,Savings,0,41,5440,1,3
665,Young Adults,18,5264,30514,16200.01168473547,5198,30514,1070,9151,3529,1669,Suburban,Savings,29,43,65955,1,2
666,Young Adults,19,14587,35331,19297.094909351556,21955,35331,1850,3808,4965,16990,Rural,Current,14,59,54613,1,3
667,Young Adults,23,16749,33060,19220.93505157897,22174,33060,4198,3311,4367,17807,Rural,Current,15,93,75949,1,3
668,Young Adults,21,18745,16196,12918.033530759432,14830,16196,2939,8952,8696,6134,Urban,Current,11,85,16663,1,1
669,Young Adults,19,5645,27297,15702.220790825355,18798,27297,1903,9301,5286,13512,Urban,Savings,25,59,24547,1,1
670,Young Adults,19,19546,17787,17503.0872984321,22558,17787,678,6055,7190,15368,Suburban,Current,23,25,86662,1,2
671,Young Adults,25,12544,38816,28077.835545033366,16469,38816,988,7402,6663,9806,Urban,Savings,5,37,5005,1,1
672,Retired Seniors,65,40090,90695,68090.08570697917,10178,90695,9799,11281,10062,116,Rural,Investment,163,5,6598818,3,3
673,Young Adults,24,10569,34702,21630.77364283961,23628,34702,2869,3672,6331,17297,Suburban,Savings,11,49,81586,1,2
674,Mid-Career Professionals,34,72142,206314,151739.8467604098,32118,206314,11502,9532,24418,7700,Rural,Mortgage,24,30,902914,2,3
675,Mid-Career Professionals,26,46475,105841,87949.30039596696,37616,105841,31665,9924,16880,20736,Urban,Savings,14,19,2951341,2,1
676,Retired Seniors,68,28888,248784,217832.42641998729,10798,248784,5027,17269,12377,-1579,Urban,Investment,33,12,6301116,3,1
677,Young Adults,18,15964,35127,30804.062070675554,12601,35127,1425,6354,5262,7339,Suburban,Current,23,32,94987,1,2
678,Mid-Career Professionals,41,66305,157096,123940.19111989526,40363,157096,25867,11085,18320,22043,Urban,Loan,3,21,2419474,2,1
679,Retired Seniors,72,19346,142764,135937.00945861152,12795,142764,6654,14390,5107,7688,Suburban,Savings,124,13,4762911,3,2
680,Retired Seniors,68,10587,135744,123351.10541236027,41926,135744,2440,15280,10036,31890,Rural,Investment,85,8,8714025,3,3
681,Retired Seniors,80,22763,340626,299248.135558667,47356,340626,6856,6864,13032,34324,Urban,Investment,61,11,1838223,3,1
682,Young Adults,22,15013,24171,12757.520532269205,12297,24171,1278,3124,6320,5977,Suburban,Savings,11,43,28765,1,2
683,Young Adults,24,14177,48396,24364.432929791074,8084,48396,2594,3221,7938,146,Urban,Savings,6,53,51612,1,1
684,Mid-Career Professionals,34,89615,158125,95859.11285326707,91646,158125,48285,7860,24131,67515,Urban,Credit Card,51,48,3507266,2,1
685,Retired Seniors,70,46116,53696,44662.28144938836,10731,53696,9219,12702,7677,3054,Rural,Investment,38,17,4778639,3,3
686,Mid-Career Professionals,29,45556,176310,124404.11463244083,16129,176310,16310,13428,12972,3157,Rural,Credit Card,40,14,717300,2,3
687,Mid-Career Professionals,27,79042,201130,141032.9854664353,43022,201130,46307,20385,20329,22693,Suburban,Savings,7,24,4376052,2,2
688,Young Adults,22,6715,35313,33275.20839202617,6605,35313,3483,3144,6264,341,Rural,Current,13,69,14428,1,3
689,Mid-Career Professionals,31,65096,69149,65538.13769273426,92506,69149,28625,8253,8133,84373,Suburban,Savings,32,13,4981083,2,2
690,Young Adults,23,11450,19956,19049.75078472668,15937,19956,2765,5782,5420,10517,Urban,Savings,22,70,70195,1,1
691,Mid-Career Professionals,29,33230,256803,168703.91584164428,59130,256803,21422,28341,22849,36281,Urban,Credit Card,20,48,2926207,2,1
692,Mid-Career Professionals,31,49009,263684,222952.18046316973,44265,263684,37926,22150,23595,20670,Rural,Credit Card,54,17,4595590,2,3
693,Mid-Career Professionals,44,90969,298922,190059.56690644857,47330,298922,47679,24065,19158,28172,Urban,Savings,11,33,2982760,2,1
694,Young Adults,23,6098,16105,9587.385680832005,7933,16105,403,9710,3543,4390,Suburban,Savings,24,47,76540,1,2
695,Young Adults,19,12096,30417,18016.482727567465,20187,30417,4988,9482,3689,16498,Suburban,Current,1,46,43289,1,2
696,Mid-Career Professionals,43,96975,205801,138103.54524067426,40791,205801,37301,26470,14763,26028,Suburban,Loan,12,10,1993959,2,2
697,Young Adults,22,14087,45099,32244.829347225088,10074,45099,3382,9964,9727,347,Urban,Current,29,53,16755,1,1
698,Mid-Career Professionals,34,26416,299459,274147.10390748986,54867,299459,46931,24049,12764,42103,Urban,Mortgage,58,26,1925779,2,1
699,Young Adults,24,11980,47598,26652.28813355708,22874,47598,87,3759,7147,15727,Urban,Savings,3,81,89553,1,1
700,Mid-Career Professionals,44,75915,211033,183063.30317664336,15893,211033,40936,21269,24925,-9032,Suburban,Credit Card,19,47,4429266,2,2
701,Mid-Career Professionals,38,38058,193674,148301.49952534976,34773,193674,24336,19567,18003,16770,Suburban,Savings,49,35,3049271,2,2
702,Young Adults,20,16101,24256,15620.201115974438,9239,24256,1158,5491,5023,4216,Suburban,Savings,18,43,89983,1,2
703,Mid-Career Professionals,26,60718,267192,199434.72521524725,35863,267192,32200,8513,5818,30045,Suburban,Credit Card,47,48,2243781,2,2
704,Young Adults,25,14122,49681,32291.21098429613,23647,49681,4273,2495,8247,15400,Urban,Savings,26,40,52800,1,1
705,Young Adults,23,17576,40792,32553.687559040492,8432,40792,2857,7143,8885,-453,Rural,Current,13,66,42367,1,3
706,Retired Seniors,66,37516,268512,192502.14970685367,45139,268512,9573,13372,7521,37618,Suburban,Investment,59,7,4641042,3,2
707,Mid-Career Professionals,40,21089,245861,143140.9538924311,75430,245861,16523,10822,6124,69306,Urban,Savings,28,22,1619546,2,1
708,Retired Seniors,60,47346,355505,198475.43295996147,11515,355505,5003,16837,8660,2855,Urban,Savings,165,9,2555408,3,1
709,Young Adults,21,14127,49540,38311.65204492666,20906,49540,4681,5930,8782,12124,Rural,Current,11,22,73513,1,3
710,Mid-Career Professionals,32,30487,207608,197478.08250723066,29605,207608,32990,7072,10641,18964,Rural,Mortgage,40,41,3852778,2,3
711,Mid-Career Professionals,40,20155,134700,90515.55018966012,71240,134700,39661,29179,22513,48727,Urban,Credit Card,37,44,3405822,2,1
712,Mid-Career Professionals,44,87494,244115,211525.66058732534,20586,244115,23419,13529,6702,13884,Suburban,Savings,25,28,3303669,2,2
713,Mid-Career Professionals,26,96229,128532,106595.53063655905,46186,128532,24457,25333,23385,22801,Urban,Savings,49,23,4201162,2,1
714,Mid-Career Professionals,42,58547,237647,229514.11536045262,41928,237647,12064,27417,16139,25789,Urban,Mortgage,1,31,3551345,2,1
715,Mid-Career Professionals,42,48795,177626,161726.7870893886,98087,177626,48083,29712,20702,77385,Suburban,Loan,54,26,4290247,2,2
716,Retired Seniors,62,31447,96002,75198.61903272112,31493,96002,317,7959,13344,18149,Suburban,Savings,133,15,7502414,3,2
717,Retired Seniors,71,46598,99812,82695.76404487136,30711,99812,1502,11107,9523,21188,Suburban,Investment,43,8,7856072,3,2
718,Retired Seniors,65,35215,241051,228803.97807827409,30039,241051,6130,7993,11111,18928,Urban,Investment,163,17,3715534,3,1
719,Young Adults,19,15430,25521,17858.559450721583,8793,25521,2042,8229,2544,6249,Urban,Current,9,38,18286,1,1
720,Mid-Career Professionals,36,95330,158946,105444.35565863515,90483,158946,14598,10021,7401,83082,Urban,Mortgage,39,46,300211,2,1
721,Retired Seniors,62,43209,116668,58964.65375277555,42335,116668,118,15546,13556,28779,Urban,Investment,124,6,5330668,3,1
722,Young Adults,25,11040,48467,44263.72545641885,20859,48467,709,3982,3289,17570,Urban,Current,16,98,60916,1,1
723,Young Adults,23,19126,29534,26595.08200285649,6577,29534,3557,9946,5765,812,Urban,Savings,24,85,22600,1,1
724,Mid-Career Professionals,39,75077,270462,149356.48893720156,43350,270462,38716,25254,15067,28283,Urban,Credit Card,31,20,1554915,2,1
725,Mid-Career Professionals,35,91906,92998,73322.29136528943,48798,92998,22601,16759,18376,30422,Urban,Loan,11,32,2195383,2,1
726,Retired Seniors,61,19528,244886,179254.31106864818,41898,244886,3250,11190,11974,29924,Suburban,Savings,42,14,9678851,3,2
727,Young Adults,23,16892,22812,12759.995943376925,20881,22812,417,4147,9920,10961,Urban,Current,18,86,83883,1,1
728,Mid-Career Professionals,34,70100,111844,110757.33639368978,25785,111844,45371,26469,5539,20246,Urban,Savings,43,14,4849868,2,1
729,Young Adults,20,16565,19557,11877.903735560421,11691,19557,3854,6694,4782,6909,Suburban,Current,15,22,59145,1,2
730,Young Adults,22,13179,17179,9167.007989887876,22297,17179,1101,8546,7654,14643,Urban,Current,24,57,51619,1,1
731,Young Adults,19,11115,24065,19190.00109385673,11358,24065,4421,2395,7615,3743,Suburban,Savings,26,96,86049,1,2
732,Retired Seniors,67,26843,360001,312996.8713172844,29581,360001,7857,19322,13860,15721,Urban,Investment,66,14,4896054,3,1
733,Mid-Career Professionals,41,43952,175555,90625.30458540695,70192,175555,21620,14828,21016,49176,Urban,Loan,24,28,1368430,2,1
734,Mid-Career Professionals,27,73798,282556,234340.31056407624,16462,282556,18177,7510,7956,8506,Urban,Credit Card,15,49,846403,2,1
735,Mid-Career Professionals,31,70939,70700,54166.51781488391,79173,70700,40111,26020,13077,66096,Urban,Mortgage,56,44,3141370,2,1
736,Retired Seniors,80,39516,307927,169862.5421939335,25511,307927,6082,5435,6722,18789,Suburban,Savings,116,12,5405349,3,2
737,Mid-Career Professionals,37,76526,220536,129291.86286312147,91106,220536,33042,8201,17059,74047,Rural,Savings,13,33,4227269,2,3
738,Retired Seniors,64,20449,223423,175160.76071462533,25474,223423,2261,17153,13025,12449,Urban,Savings,163,5,9719892,3,1
739,Mid-Career Professionals,27,70290,143330,92903.46837242981,87573,143330,34405,24621,10087,77486,Urban,Savings,24,49,2702021,2,1
740,Mid-Career Professionals,41,92954,275391,266897.3534145073,28386,275391,21826,25246,15338,13048,Suburban,Credit Card,22,19,1851772,2,2
741,Mid-Career Professionals,30,42746,263606,239715.41846668636,69460,263606,23890,5058,7170,62290,Urban,Mortgage,59,11,2817370,2,1
742,Mid-Career Professionals,40,87990,194941,193339.28740248998,21221,194941,26892,16122,8391,12830,Rural,Savings,42,32,3392202,2,3
743,Mid-Career Professionals,37,78810,241387,152034.08240086178,38474,241387,19484,26322,11942,26532,Urban,Savings,11,15,361745,2,1
744,Mid-Career Professionals,29,35223,291133,286725.7751936867,36045,291133,15495,7971,23000,13045,Rural,Loan,12,11,1846659,2,3
745,Young Adults,24,11701,43152,30880.301974622653,23278,43152,3905,3527,7614,15664,Urban,Current,3,40,56322,1,1
746,Retired Seniors,70,12597,212627,143259.43944558885,14922,212627,3209,16017,12108,2814,Urban,Savings,132,11,4347852,3,1
747,Mid-Career Professionals,41,85677,113353,59530.13496527855,37706,113353,16743,13314,11458,26248,Rural,Loan,33,44,1954413,2,3
748,Mid-Career Professionals,31,22659,263262,138576.54365731735,57771,263262,47939,14628,7756,50015,Suburban,Loan,5,38,4559895,2,2
749,Retired Seniors,73,30980,228048,192929.89144806136,42479,228048,7890,11354,9853,32626,Suburban,Investment,92,11,9072823,3,2
750,Mid-Career Professionals,43,94567,261650,190733.5606968317,67949,261650,36569,16492,12709,55240,Suburban,Credit Card,37,38,3256390,2,2
751,Young Adults,21,16810,40966,25122.84246609755,10178,40966,3976,5345,9646,532,Suburban,Savings,17,72,68001,1,2
752,Retired Seniors,70,48429,95095,76740.253139999,40022,95095,3557,17357,4936,35086,Urban,Savings,69,9,3412166,3,1
753,Mid-Career Professionals,38,91678,195342,122367.90526760662,30240,195342,13587,5561,24475,5765,Suburban,Loan,7,32,2180444,2,2
754,Mid-Career Professionals,36,32109,211980,167213.18964296536,17716,211980,26535,25365,17847,-131,Urban,Credit Card,7,42,1740335,2,1
755,Young Adults,24,10626,30523,20743.564292076328,21574,30523,954,8261,2968,18606,Rural,Current,7,27,47213,1,3
756,Mid-Career Professionals,41,28787,112433,102513.72374732333,98255,112433,33544,6737,12297,85958,Rural,Credit Card,32,21,1780442,2,3
757,Mid-Career Professionals,40,28472,228140,207686.81105866653,88717,228140,43455,14096,21256,67461,Urban,Savings,33,19,960513,2,1
758,Mid-Career Professionals,40,43383,69991,51700.61585749249,59066,69991,25138,24938,8203,50863,Urban,Loan,43,24,4528935,2,1
759,Retired Seniors,63,14249,322919,218102.57798367698,30213,322919,9694,14682,9499,20714,Urban,Savings,86,9,5867578,3,1
760,Mid-Career Professionals,36,54518,258873,176364.97110732124,86916,258873,13127,16723,10173,76743,Urban,Credit Card,34,33,1159288,2,1
761,Young Adults,20,9757,34459,31111.55842000056,5615,34459,4568,5906,2889,2726,Rural,Savings,13,66,86527,1,3
762,Mid-Career Professionals,40,38351,242322,160923.5543152415,65906,242322,21559,14126,16650,49256,Urban,Credit Card,21,48,4490741,2,1
763,Young Adults,21,9088,31673,19147.268771708466,5463,31673,3395,7197,8408,-2945,Urban,Savings,22,86,92185,1,1
764,Mid-Career Professionals,38,73330,172808,93721.41149139401,46973,172808,35389,28479,14173,32800,Rural,Savings,39,11,2559147,2,3
765,Young Adults,23,12789,42056,30841.62294595734,14158,42056,845,7531,9382,4776,Rural,Savings,12,25,35806,1,3
766,Mid-Career Professionals,44,35282,187686,139087.7225589347,35651,187686,43932,13266,24915,10736,Suburban,Loan,54,30,3782226,2,2
767,Mid-Career Professionals,27,41778,282628,260146.17350187642,83694,282628,48672,5294,5801,77893,Suburban,Mortgage,50,18,4331276,2,2
768,Retired Seniors,73,34264,57415,35058.70987822538,30008,57415,9959,13434,11234,18774,Suburban,Investment,115,14,7552710,3,2
769,Mid-Career Professionals,29,79675,269763,186270.17447930426,85474,269763,43122,10330,18897,66577,Rural,Savings,4,45,2493432,2,3
770,Retired Seniors,75,15075,296038,267678.40906530526,48185,296038,1872,6655,6349,41836,Suburban,Savings,124,15,8742909,3,2
771,Young Adults,22,15412,31964,29145.152546990095,13881,31964,2024,3109,3777,10104,Suburban,Current,12,22,20945,1,2
772,Retired Seniors,79,38365,304205,210602.80618406058,15603,304205,2817,15460,6201,9402,Urban,Savings,57,13,9639169,3,1
773,Young Adults,23,12230,47252,34473.26417417112,7212,47252,3832,5771,2349,4863,Urban,Current,25,97,47477,1,1
774,Mid-Career Professionals,40,68200,53832,35079.2430380993,37504,53832,42332,13563,14972,22532,Suburban,Credit Card,19,36,1481173,2,2
775,Mid-Career Professionals,28,31002,271883,262714.4090046389,69970,271883,22467,27507,5583,64387,Rural,Credit Card,32,42,3127880,2,3
776,Young Adults,25,18947,29901,16724.2836197195,21766,29901,65,9647,6527,15239,Rural,Current,15,79,8052,1,3
777,Young Adults,25,18686,49148,47519.95832083812,23640,49148,4915,6913,5377,18263,Rural,Savings,29,89,32272,1,3
778,Mid-Career Professionals,35,98610,242312,204010.52383856283,26695,242312,22458,22558,19855,6840,Suburban,Mortgage,28,28,3549022,2,2
779,Mid-Career Professionals,29,72142,289241,221496.7305076314,32796,289241,38666,6164,8401,24395,Suburban,Loan,22,22,248388,2,2
780,Mid-Career Professionals,43,76307,269526,139164.233008501,57543,269526,12581,14475,18636,38907,Rural,Mortgage,23,35,4226564,2,3
781,Mid-Career Professionals,27,24493,162230,119692.98509964222,29559,162230,19582,25850,24569,4990,Suburban,Mortgage,33,31,3026759,2,2
782,Mid-Career Professionals,42,70085,135076,95076.49151567453,48139,135076,18418,26922,20738,27401,Urban,Loan,6,30,3201954,2,1
783,Young Adults,22,6460,26580,15432.598011149379,10565,26580,3515,6196,3162,7403,Urban,Savings,5,21,76094,1,1
784,Mid-Career Professionals,29,99676,234531,194239.7003593063,23802,234531,39113,18969,11772,12030,Rural,Credit Card,36,39,3262103,2,3
785,Young Adults,19,7723,39917,39341.21538470993,13307,39917,2443,9111,2298,11009,Urban,Savings,28,46,30710,1,1
786,Retired Seniors,70,41655,387859,302954.49503533787,43214,387859,8919,10434,6347,36867,Rural,Savings,97,11,5473216,3,3
787,Mid-Career Professionals,32,63472,258859,221939.6591935017,49159,258859,24419,24184,15131,34028,Urban,Loan,33,29,2677697,2,1
788,Mid-Career Professionals,37,69437,161435,86242.64940499746,26516,161435,21814,25991,5788,20728,Suburban,Mortgage,41,40,2224749,2,2
789,Mid-Career Professionals,35,69416,266101,188621.30262694907,65492,266101,43804,12262,21184,44308,Suburban,Mortgage,21,32,531613,2,2
790,Retired Seniors,66,16816,201538,112494.32819154109,39086,201538,8684,3541,5889,33197,Suburban,Investment,162,17,6732238,3,2
791,Young Adults,22,16639,45206,36454.024270631744,20454,45206,1548,8357,3377,17077,Urban,Savings,17,23,38069,1,1
792,Mid-Career Professionals,32,84307,95475,92538.2920277482,45480,95475,15065,7765,15141,30339,Rural,Credit Card,41,23,4413272,2,3
793,Mid-Career Professionals,42,66733,110142,91515.7615049456,67091,110142,32880,15306,24656,42435,Suburban,Mortgage,22,29,4497874,2,2
794,Mid-Career Professionals,35,31240,266232,143339.71457942255,62766,266232,13407,9491,16934,45832,Urban,Loan,53,22,3677141,2,1
795,Young Adults,22,15573,41564,28152.67307199999,10969,41564,639,6707,3577,7392,Suburban,Current,27,22,53634,1,2
796,Retired Seniors,69,42808,203484,157767.59355107113,19265,203484,172,5083,9902,9363,Urban,Investment,44,14,1316473,3,1
797,Retired Seniors,63,15827,143526,100698.39820339058,15454,143526,5666,3857,14331,1123,Urban,Investment,152,14,7716208,3,1
798,Mid-Career Professionals,45,52762,101001,92599.93935100143,30386,101001,47122,5769,12612,17774,Urban,Loan,8,27,2544661,2,1
799,Mid-Career Professionals,29,28259,107649,97673.75949301281,52425,107649,35092,22806,23876,28549,Rural,Savings,42,41,3035570,2,3
800,Retired Seniors,66,24849,242029,195054.92498228129,34327,242029,8714,4972,13947,20380,Suburban,Savings,118,18,7088847,3,2
801,Mid-Career Professionals,26,74869,216589,148737.94143917374,68634,216589,20109,23256,18934,49700,Suburban,Loan,48,12,1530264,2,2
802,Young Adults,21,17200,28156,17672.62546983895,19894,28156,2886,7599,3903,15991,Urban,Savings,20,20,80922,1,1
803,Mid-Career Professionals,38,83095,204136,112874.37991137768,90452,204136,44932,23653,9240,81212,Urban,Credit Card,8,35,1735846,2,1
804,Mid-Career Professionals,35,90910,75711,51290.32925722525,25143,75711,36505,10275,23706,1437,Rural,Mortgage,54,33,2829974,2,3
805,Mid-Career Professionals,40,43567,80106,56601.79883172079,30581,80106,46713,26133,15748,14833,Suburban,Savings,47,44,2886986,2,2
806,Mid-Career Professionals,38,55292,115458,96743.58164333306,82443,115458,17746,11571,10298,72145,Rural,Credit Card,37,23,1435364,2,3
807,Retired Seniors,80,19277,267583,221847.6901325088,39424,267583,2590,7072,4861,34563,Urban,Investment,179,7,5040272,3,1
808,Retired Seniors,68,41600,188286,100743.19059024686,33308,188286,7754,11631,9620,23688,Urban,Savings,136,17,5209226,3,1
809,Mid-Career Professionals,34,71631,277189,193375.2671925236,56984,277189,25596,16245,12320,44664,Rural,Mortgage,22,23,1021463,2,3
810,Young Adults,24,14885,35195,20796.353615857526,13737,35195,4934,9493,5175,8562,Suburban,Current,16,45,52289,1,2
811,Retired Seniors,69,10778,176479,102076.57471080229,46942,176479,4076,16706,4098,42844,Urban,Savings,97,7,9320939,3,1
812,Retired Seniors,69,39165,186213,170133.70760451088,36957,186213,5185,7463,8247,28710,Urban,Savings,44,7,7089081,3,1
813,Young Adults,25,14777,43884,22861.703685188124,20708,43884,1093,5333,3734,16974,Rural,Current,0,59,82097,1,3
814,Retired Seniors,75,11492,314852,223416.28342176732,33649,314852,3880,9450,7663,25986,Urban,Savings,83,8,9697618,3,1
815,Retired Seniors,76,40462,330519,193056.7520501469,37125,330519,6559,13095,8909,28216,Suburban,Investment,122,8,5624595,3,2
816,Mid-Career Professionals,30,69812,65088,61160.922539040264,49758,65088,12785,29804,24800,24958,Urban,Credit Card,19,10,4809075,2,1
817,Mid-Career Professionals,29,70500,107615,83780.45741804646,20596,107615,32449,25343,17818,2778,Urban,Loan,32,49,2381103,2,1
818,Mid-Career Professionals,43,99151,160138,98595.41617405784,31374,160138,24799,6313,22064,9310,Rural,Mortgage,40,42,4435972,2,3
819,Young Adults,25,14491,25014,18790.85808058987,8775,25014,2758,9847,4070,4705,Urban,Savings,11,26,65669,1,1
820,Mid-Career Professionals,44,64900,245497,212537.3534240179,42388,245497,13990,22454,18358,24030,Suburban,Loan,35,20,4707450,2,2
821,Retired Seniors,63,17851,228207,223428.11823073862,31029,228207,5210,11166,9668,21361,Rural,Investment,106,15,7673625,3,3
822,Young Adults,21,12156,45881,27997.641560392036,23445,45881,4845,3738,6824,16621,Urban,Savings,6,33,23687,1,1
823,Mid-Career Professionals,32,87580,278094,262267.91686926904,68639,278094,29073,8285,13001,55638,Urban,Savings,7,31,4740353,2,1
824,Mid-Career Professionals,35,27368,128077,123869.93401511482,29645,128077,46863,8095,14921,14724,Suburban,Savings,27,25,1271116,2,2
825,Mid-Career Professionals,43,66403,189784,181852.9783117368,46105,189784,24549,21704,7191,38914,Urban,Credit Card,44,21,2959453,2,1
826,Retired Seniors,78,35634,255776,209149.8712703559,23668,255776,1875,2555,11859,11809,Urban,Investment,136,5,9509264,3,1
827,Mid-Career Professionals,29,29168,102874,83833.08500215807,30960,102874,29790,26323,13872,17088,Urban,Mortgage,8,19,1718755,2,1
828,Mid-Career Professionals,35,69879,119087,83552.07233698096,26357,119087,19979,10432,24230,2127,Suburban,Savings,24,33,4209042,2,2
829,Mid-Career Professionals,26,79871,62297,54584.56543693954,79604,62297,30316,6386,23847,55757,Suburban,Savings,55,27,3722456,2,2
830,Mid-Career Professionals,43,52174,290341,222298.71829101394,66796,290341,36183,26147,9922,56874,Suburban,Credit Card,15,31,2563208,2,2
831,Young Adults,22,6447,42128,35333.555532352795,20804,42128,3748,5047,6392,14412,Urban,Current,9,28,76062,1,1
832,Mid-Career Professionals,40,26581,118368,84541.85258138711,29626,118368,34624,15619,24567,5059,Suburban,Mortgage,10,26,4104168,2,2
833,Young Adults,18,16851,43483,37645.33037299391,12951,43483,3861,8854,6033,6918,Rural,Savings,11,77,7775,1,3
834,Young Adults,20,11317,37063,33810.1939284887,11449,37063,2180,8038,7349,4100,Suburban,Current,27,32,20828,1,2
835,Mid-Career Professionals,37,84046,269571,154522.98406433887,34065,269571,12833,15196,24551,9514,Suburban,Credit Card,30,46,3764877,2,2
836,Mid-Career Professionals,27,69678,128958,118185.47513051065,24130,128958,15285,21033,24381,-251,Suburban,Mortgage,13,15,3923476,2,2
